category,color_brightness,entropy,ID,instruction,instruction_type,Descript,param_ratio,Code,unit_n,verify
Furnishing,Medium Bright,4.571427318,1d578bb6-6191-481f-9880-116c0f0795a5,"Create a 3D model of a hat. The brim should be wide and circular, providing ample shade. The crown should be tall and slightly tapered, with a band around the base. The overall design should be stylish and functional, suitable for various occasions.",Outlook Question,Hat,8.666666667,"import bpy

# Step 1: Clear the Scene
bpy.ops.object.select_all(action='DESELECT')
bpy.ops.object.select_by_type(type='MESH')
bpy.ops.object.delete()

# Define the colors
hat_material = bpy.data.materials.new(name=""Hat Material"")
hat_material.diffuse_color = (0.5, 0.25, 0.1, 1)  # Brown color for the hat

band_material = bpy.data.materials.new(name=""Band Material"")
band_material.diffuse_color = (0.1, 0.1, 0.1, 1)  # Black color for the band

# Step 2: Create the Brim
bpy.ops.mesh.primitive_cylinder_add(radius=2, depth=0.1, location=(0, 0, 0))
brim = bpy.context.object
brim.name = ""Brim""
brim.data.materials.append(hat_material)

# Step 3: Create the Crown
bpy.ops.mesh.primitive_cone_add(radius1=1, radius2=0.8, depth=2, location=(0, 0, 1.05))
crown = bpy.context.object
crown.name = ""Crown""
crown.data.materials.append(hat_material)

# Step 4: Create the Band
bpy.ops.mesh.primitive_cylinder_add(radius=1.05, depth=0.2, location=(0, 0, 0.9))
band = bpy.context.object
band.name = ""Band""
band.data.materials.append(band_material)",3,gpt
Articles of clothing and haberdashery,Bright,3.496147588,5d348dbe-28b4-4626-a028-853351bd6e00,"Could you design a modular shelving unit? It should be versatile, with components that can be rearranged to fit various spaces and storage needs.",Comparing Question,Modular Shelving Unit,1.857142857,"import bpy

# Step 1: Clear the Scene
bpy.ops.object.select_all(action='DESELECT')
bpy.ops.object.select_by_type(type='MESH')
bpy.ops.object.delete()

# Define the color
shelf_color = bpy.data.materials.new(name=""ShelfColor"")
shelf_color.diffuse_color = (0.8, 0.8, 0.8, 1)  # Light gray color

# Step 2: Create the Shelves
shelf_width = 2
shelf_height = 0.1
shelf_depth = 0.5

for i in range(3):
    bpy.ops.mesh.primitive_cube_add(size=1, location=(0, 0, i * 1.2))
    shelf = bpy.context.object
    shelf.scale = (shelf_width, shelf_depth, shelf_height)
    shelf.name = f""Shelf {i + 1}""
    shelf.data.materials.append(shelf_color)

# Step 3: Create the Vertical Supports
support_width = 0.1
support_height = 3.5
support_depth = 0.1

for i in range(4):
    x = (i % 2) * (shelf_width - support_width) - (shelf_width / 2 - support_width / 2)
    y = (i // 2) * (shelf_depth - support_depth) - (shelf_depth / 2 - support_depth / 2)
    bpy.ops.mesh.primitive_cube_add(size=1, location=(x, y, support_height / 2 - shelf_height / 2))
    support = bpy.context.object
    support.scale = (support_width, support_depth, support_height)
    support.name = f""Support {i + 1}""
    support.data.materials.append(shelf_color)",7,gpt
Tools and hardware,Medium Bright,4.134336022,8a8d24e1-2ee1-4c9e-bb3f-8edc50d8c9ba,Let's create a 3D model of a bird feeder. The feeder should have a cylindrical body with a roof on top and a perch on the side. Include a small opening for birds to access the food.,Decoration Question,Bird Feeder,5.75,"import bpy
import math

# Step 1: Clear the Scene
bpy.ops.object.select_all(action='DESELECT')
bpy.ops.object.select_by_type(type='MESH')
bpy.ops.object.delete()

# Step 2: Create the Body
bpy.ops.mesh.primitive_cylinder_add(radius=0.5, depth=1.0, location=(0, 0, 0.5))
body = bpy.context.object
body.name = ""Body""

# Step 3: Create the Roof
bpy.ops.mesh.primitive_cone_add(radius1=0.6, depth=0.3, location=(0, 0, 1.15))
roof = bpy.context.object
roof.name = ""Roof""

# Step 4: Create the Perch
bpy.ops.mesh.primitive_cylinder_add(radius=0.05, depth=0.4, location=(0.55, 0, 0.3), rotation=(0, math.pi/2, 0))
perch = bpy.context.object
perch.name = ""Perch""

# Step 5: Create the Opening
bpy.ops.mesh.primitive_cylinder_add(radius=0.15, depth=0.1, location=(0.5, 0, 0.6))
opening = bpy.context.object
opening.name = ""Opening""

# Boolean difference to create the opening in the body
mod_bool = body.modifiers.new(name=""Boolean"", type='BOOLEAN')
mod_bool.operation = 'DIFFERENCE'
mod_bool.object = opening
bpy.context.view_layer.objects.active = body
bpy.ops.object.modifier_apply(modifier=""Boolean"")
bpy.data.objects.remove(opening, do_unlink=True)",4,gpt
"Graphic symbols and logos, surface patterns, ornamentation, arrangement of interiors and exteriors",Medium Bright,3.082036895,5a6f1c71-a44e-4dfd-a3ac-93a8e8186193,Design a sofa that can comfortably seat three people. It should have a rectangular shape with armrests on both sides and a backrest that spans the entire length. Include a lower section for storage.,Feeling Question,Sofa,4.2,"import bpy

# Step 1: Clear the Scene
bpy.ops.object.select_all(action='DESELECT')
bpy.ops.object.select_by_type(type='MESH')
bpy.ops.object.delete()

# Define the colors
sofa_color = bpy.data.materials.new(name=""SofaColor"")
sofa_color.diffuse_color = (0.5, 0.25, 0.1, 1)  # Medium brown color

# Step 2: Create the Base of the Sofa
bpy.ops.mesh.primitive_cube_add(size=2, location=(0, 0, 0.5))
base = bpy.context.object
base.name = ""Sofa Base""
base.scale = (3, 1, 0.5)
base.data.materials.append(sofa_color)

# Step 3: Create the Backrest
bpy.ops.mesh.primitive_cube_add(size=2, location=(0, -0.95, 1.25))
backrest = bpy.context.object
backrest.name = ""Backrest""
backrest.scale = (3, 0.1, 0.75)
backrest.data.materials.append(sofa_color)

# Step 4: Create the Armrests
for i in range(2):
    x = 3 * (i * 2 - 1)
    bpy.ops.mesh.primitive_cube_add(size=2, location=(x, 0, 0.75))
    armrest = bpy.context.object
    armrest.name = f""Armrest {i + 1}""
    armrest.scale = (0.1, 1, 0.75)
    armrest.data.materials.append(sofa_color)

# Step 5: Create the Storage Section
bpy.ops.mesh.primitive_cube_add(size=2, location=(0, 0, -0.25))
storage = bpy.context.object
storage.name = ""Storage""
storage.scale = (3, 1, 0.25)
storage.data.materials.append(sofa_color)",5,gpt
Furnishing,Dark,4.184637502,1dde46b8-1314-4889-b162-4dc3be98f273,Can you add a decorative element to the base of the lamp?,Verbal Question,Lamp,7.75,"import bpy

# Step 1: Clear the Scene
bpy.ops.object.select_all(action='DESELECT')
bpy.ops.object.select_by_type(type='MESH')
bpy.ops.object.delete()

# Define the colors
lamp_color = bpy.data.materials.new(name=""LampColor"")
lamp_color.diffuse_color = (0.8, 0.8, 0.8, 1)  # Light gray color

decor_color = bpy.data.materials.new(name=""DecorColor"")
decor_color.diffuse_color = (0.5, 0.2, 0.2, 1)  # Dark red color

# Step 2: Create the Lamp Base
bpy.ops.mesh.primitive_cylinder_add(radius=0.5, depth=0.1, location=(0, 0, 0))
base = bpy.context.object
base.name = ""Lamp Base""
base.data.materials.append(lamp_color)

# Step 3: Create the Lamp Stand
bpy.ops.mesh.primitive_cylinder_add(radius=0.1, depth=1, location=(0, 0, 0.55))
stand = bpy.context.object
stand.name = ""Lamp Stand""
stand.data.materials.append(lamp_color)

# Step 4: Create the Lamp Shade
bpy.ops.mesh.primitive_cone_add(radius1=0.6, radius2=0.2, depth=0.8, location=(0, 0, 1.3))
shade = bpy.context.object
shade.name = ""Lamp Shade""
shade.data.materials.append(lamp_color)

# Step 5: Add Decorative Element to the Base
bpy.ops.mesh.primitive_torus_add(major_radius=0.6, minor_radius=0.05, location=(0, 0, 0.05))
decor = bpy.context.object
decor.name = ""Decorative Element""
decor.data.materials.append(decor_color)",4,gpt
"Graphic symbols and logos, surface patterns, ornamentation, arrangement of interiors and exteriors",Medium Bright,4.450002547,31eb9f37-4796-4b0a-b49b-81eb83b0014f,Design a 3D wallpaper pattern featuring interlocking hexagons. The pattern should be repetitive and visually appealing.,Feature Question,Wallpaper Pattern,8,"import bpy
import math

# Step 1: Clear the Scene
bpy.ops.object.select_all(action='DESELECT')
bpy.ops.object.select_by_type(type='MESH')
bpy.ops.object.delete()

# Define the colors
hex_color = bpy.data.materials.new(name=""HexColor"")
hex_color.diffuse_color = (0.5, 0.5, 0.5, 1)  # Medium gray color

# Step 2: Create a single hexagon
def create_hexagon(location):
    bpy.ops.mesh.primitive_circle_add(vertices=6, radius=1, fill_type='NGON', location=location)
    hexagon = bpy.context.object
    hexagon.data.materials.append(hex_color)
    return hexagon

# Step 3: Create the pattern
rows = 5
cols = 5
for row in range(rows):
    for col in range(cols):
        x = col * 1.5
        y = row * math.sqrt(3)
        if col % 2 == 1:
            y += math.sqrt(3) / 2
        create_hexagon((x, y, 0))
",1,human
Articles for the care and handling of animals,Medium Bright,4.319073669,0b912307-e4ba-4365-bf7b-66ab32db6942,Design a syringe. It has a cylindrical barrel with a plunger and a needle at the end. The barrel has measurement markings along its length.,Specific Usage Question,Syringe,3.25,"import bpy
import math

# Step 1: Clear the Scene
bpy.ops.object.select_all(action='DESELECT')
bpy.ops.object.select_by_type(type='MESH')
bpy.ops.object.delete()

# Step 2: Create the Barrel
bpy.ops.mesh.primitive_cylinder_add(radius=0.1, depth=2.0, location=(0, 0, 1.0))
barrel = bpy.context.object
barrel.name = ""Barrel""
barrel_mat = bpy.data.materials.new(name=""BarrelMaterial"")
barrel_mat.diffuse_color = (0.8, 0.8, 0.8, 1)  # Light gray color
barrel.data.materials.append(barrel_mat)

# Step 3: Create the Plunger
bpy.ops.mesh.primitive_cylinder_add(radius=0.08, depth=2.1, location=(0, 0, 1.05))
plunger = bpy.context.object
plunger.name = ""Plunger""
plunger_mat = bpy.data.materials.new(name=""PlungerMaterial"")
plunger_mat.diffuse_color = (0.6, 0.6, 0.6, 1)  # Medium gray color
plunger.data.materials.append(plunger_mat)

# Step 4: Create the Needle
bpy.ops.mesh.primitive_cylinder_add(radius=0.01, depth=0.5, location=(0, 0, -0.25))
needle = bpy.context.object
needle.name = ""Needle""
needle_mat = bpy.data.materials.new(name=""NeedleMaterial"")
needle_mat.diffuse_color = (0.7, 0.7, 0.7, 1)  # Light gray color
needle.data.materials.append(needle_mat)

# Step 5: Create Measurement Markings
markings_mat = bpy.data.materials.new(name=""MarkingsMaterial"")
markings_mat.diffuse_color = (0.0, 0.0, 0.0, 1)  # Black color

for i in range(1, 10):
    bpy.ops.mesh.primitive_plane_add(size=0.02, location=(0.11, 0, 0.2 * i))
    marking = bpy.context.object
    marking.name = f""Marking {i}""
    marking.data.materials.append(markings_mat)

    # Rotate and position the marking correctly
    marking.rotation_euler = (math.pi / 2, 0, 0)
    bpy.ops.object.origin_set(type='ORIGIN_CENTER_OF_MASS', center='BOUNDS')
    marking.location = (0.11, 0, 0.2 * i)",12,human
Furnishing,Medium Bright,3.974130659,1c13527a-4a61-4ad7-abbc-f8321336901d,Design a trash can with a lid.,Specific Usage Question,Trash Can,7.5,"import bpy

# Step 1: Clear the Scene
bpy.ops.object.select_all(action='DESELECT')
bpy.ops.object.select_by_type(type='MESH')
bpy.ops.object.delete()

# Define the colors
gray = bpy.data.materials.new(name=""Gray"")
gray.diffuse_color = (0.5, 0.5, 0.5, 1)  # Gray color

# Step 2: Create the Trash Can Body
bpy.ops.mesh.primitive_cylinder_add(radius=1, depth=2, location=(0, 0, 1))
trash_can_body = bpy.context.object
trash_can_body.name = ""Trash Can Body""
trash_can_body.data.materials.append(gray)

# Step 3: Create the Trash Can Lid
bpy.ops.mesh.primitive_cylinder_add(radius=1.05, depth=0.1, location=(0, 0, 2.05))
trash_can_lid = bpy.context.object
trash_can_lid.name = ""Trash Can Lid""
trash_can_lid.data.materials.append(gray)",2,human
"Stationery and office equipment, artists' and teaching materials",Medium Bright,3.000731752,6a0c9cd2-6d5c-45f4-b556-06c1e75351ac,"Design a coffee table with a rectangular top. The table should have four straight legs. The top should be 40 inches long, 20 inches wide, and 18 inches high. The legs should be positioned at the corners.",Feeling Question,Coffee Table,2,"import bpy

# Step 1: Clear the Scene
bpy.ops.object.select_all(action='DESELECT')
bpy.ops.object.select_by_type(type='MESH')
bpy.ops.object.delete()

# Define the dimensions
table_length = 1.0  # 40 inches
table_width = 0.5   # 20 inches
table_height = 0.45  # 18 inches
leg_radius = 0.05
leg_height = table_height - 0.05

# Step 2: Create the Table Top
bpy.ops.mesh.primitive_cube_add(size=2, location=(0, 0, table_height))
table_top = bpy.context.object
table_top.scale = (table_length / 2, table_width / 2, 0.05)
table_top.name = ""Table Top""

# Step 3: Create the Legs
leg_positions = [
    (table_length / 2 - leg_radius, table_width / 2 - leg_radius, leg_height / 2),
    (table_length / 2 - leg_radius, -table_width / 2 + leg_radius, leg_height / 2),
    (-table_length / 2 + leg_radius, table_width / 2 - leg_radius, leg_height / 2),
    (-table_length / 2 + leg_radius, -table_width / 2 + leg_radius, leg_height / 2)
]

for i, pos in enumerate(leg_positions):
    bpy.ops.mesh.primitive_cylinder_add(radius=leg_radius, depth=leg_height, location=pos)
    leg = bpy.context.object
    leg.name = f""Leg {i + 1}""",2,gpt
"Household goods, not elsewhere specified",Bright,3.898952891,7253559d-9861-4fb7-9514-4e77116dcf8f,Create a 3D model of a sofa. It should be a three-seater with cushions on the seat and backrest.,Design Question,Sofa,3.25,"import bpy

# Step 1: Clear the Scene
bpy.ops.object.select_all(action='DESELECT')
bpy.ops.object.select_by_type(type='MESH')
bpy.ops.object.delete()

# Define the colors
sofa_color = bpy.data.materials.new(name=""SofaColor"")
sofa_color.diffuse_color = (0.5, 0.25, 0.25, 1)  # Medium brown color for the sofa

cushion_color = bpy.data.materials.new(name=""CushionColor"")
cushion_color.diffuse_color = (0.8, 0.8, 0.8, 1)  # Light gray color for the cushions

# Step 2: Create the Sofa Base
bpy.ops.mesh.primitive_cube_add(size=2, location=(0, 0, 0.5))
sofa_base = bpy.context.object
sofa_base.scale = (2, 1, 0.5)
sofa_base.name = ""SofaBase""
sofa_base.data.materials.append(sofa_color)

# Step 3: Create the Backrest
bpy.ops.mesh.primitive_cube_add(size=2, location=(0, -0.75, 1.25))
backrest = bpy.context.object
backrest.scale = (2, 0.25, 0.75)
backrest.name = ""Backrest""
backrest.data.materials.append(sofa_color)

# Step 4: Create the Seat Cushions
for i in range(3):
    bpy.ops.mesh.primitive_cube_add(size=2, location=(-1.25 + i * 1.25, 0, 1))
    seat_cushion = bpy.context.object
    seat_cushion.scale = (0.6, 0.9, 0.2)
    seat_cushion.name = f""SeatCushion {i + 1}""
    seat_cushion.data.materials.append(cushion_color)

# Step 5: Create the Backrest Cushions
for i in range(3):
    bpy.ops.mesh.primitive_cube_add(size=2, location=(-1.25 + i * 1.25, -0.75, 1.75))
    backrest_cushion = bpy.context.object
    backrest_cushion.scale = (0.6, 0.2, 0.5)
    backrest_cushion.name = f""BackrestCushion {i + 1}""
    backrest_cushion.data.materials.append(cushion_color)",8,gpt
"Recording, telecommunication or data processing equipment",Medium Bright,3.631793459,0aefd03f-9ab4-4613-b397-63876960aa51,"Compare a hammer and a mallet, highlighting the difference in the head shape.",Feeling Question,Hammer vs. Mallet,8,"import bpy

# Step 1: Clear the Scene
bpy.ops.object.select_all(action='DESELECT')
bpy.ops.object.select_by_type(type='MESH')
bpy.ops.object.delete()

# Define the colors
metal = bpy.data.materials.new(name=""Metal"")
metal.diffuse_color = (0.7, 0.7, 0.7, 1)  # Gray color for metal
wood = bpy.data.materials.new(name=""Wood"")
wood.diffuse_color = (0.6, 0.3, 0.1, 1)  # Brown color for wood

# Step 2: Create the Hammer Handle
bpy.ops.mesh.primitive_cylinder_add(radius=0.05, depth=1, location=(-1, 0, 0))
hammer_handle = bpy.context.object
hammer_handle.name = ""Hammer Handle""
hammer_handle.data.materials.append(wood)

# Step 3: Create the Hammer Head
bpy.ops.mesh.primitive_cube_add(size=0.3, location=(-1, 0, 0.5))
hammer_head = bpy.context.object
hammer_head.name = ""Hammer Head""
hammer_head.data.materials.append(metal)

# Step 4: Create the Mallet Handle
bpy.ops.mesh.primitive_cylinder_add(radius=0.05, depth=1, location=(1, 0, 0))
mallet_handle = bpy.context.object
mallet_handle.name = ""Mallet Handle""
mallet_handle.data.materials.append(wood)

# Step 5: Create the Mallet Head
bpy.ops.mesh.primitive_cylinder_add(radius=0.2, depth=0.4, location=(1, 0, 0.5), rotation=(1.5708, 0, 0))
mallet_head = bpy.context.object
mallet_head.name = ""Mallet Head""
mallet_head.data.materials.append(metal)",4,gpt
Furnishing,Very Dark,4.092231547,1df78070-abe9-4596-9ec5-d8ce33d36dfa,Create a coffee maker that can brew a single cup of coffee. Compare its efficiency to a traditional drip coffee maker.,Specific Usage Question,Coffee Maker,7.6,"import bpy

# Step 1: Clear the Scene
bpy.ops.object.select_all(action='DESELECT')
bpy.ops.object.select_by_type(type='MESH')
bpy.ops.object.delete()

# Define the colors
black = bpy.data.materials.new(name=""Black"")
black.diffuse_color = (0, 0, 0, 1)  # Black color
silver = bpy.data.materials.new(name=""Silver"")
silver.diffuse_color = (0.75, 0.75, 0.75, 1)  # Silver color

# Step 2: Create the Base
bpy.ops.mesh.primitive_cylinder_add(radius=1.2, depth=0.2, location=(0, 0, 0.1))
base = bpy.context.object
base.name = ""Base""
base.data.materials.append(black)

# Step 3: Create the Water Reservoir
bpy.ops.mesh.primitive_cylinder_add(radius=0.6, depth=1.5, location=(0, 0, 1.0))
reservoir = bpy.context.object
reservoir.name = ""Reservoir""
reservoir.data.materials.append(silver)

# Step 4: Create the Coffee Dispenser
bpy.ops.mesh.primitive_cylinder_add(radius=0.2, depth=0.5, location=(0, 0, 1.75))
dispenser = bpy.context.object
dispenser.name = ""Dispenser""
dispenser.data.materials.append(black)

# Step 5: Create the Cup
bpy.ops.mesh.primitive_cylinder_add(radius=0.3, depth=0.6, location=(0, 0, 0.3))
cup = bpy.context.object
cup.name = ""Cup""
cup.data.materials.append(silver)

# Step 6: Create the Handle for the Cup
bpy.ops.mesh.primitive_torus_add(major_radius=0.35, minor_radius=0.05, location=(0.45, 0, 0.3), rotation=(1.57, 0, 0))
handle = bpy.context.object
handle.name = ""Handle""
handle.data.materials.append(black)",5,human
